名言,作者,类别
主要的是要诚实地对待学生们，检点自己，把我们的孩子们教育成为真正是优良的真正是社会主义的公民，即诚挚的勇敢的富于同志情谊的，在儿童心理和儿童可能范围内遵守纪律的人。,加里宁,勇敢
凡勇敢克制公正，比诸真德皆惟依智慧而立。,柏拉图,勇敢
读书愈多，精神就愈健壮而勇敢。,高尔基,勇敢
研究历史能使人聪明；研究诗能使人机智；研究数学能使人精巧；研究道德学使人勇敢；研究理论与修辞学使人知足。,培根,勇敢
勇敢乃是自信与害怕中间之道。,亚里士多德,勇敢
如果一个人的激情，无论在快乐还是苦恼中，都保持不忘理智所教给的关于什么应当恐惧，什么不应当惧怕的信条，那么我们就因他的激情部分而称每个这样的人为勇敢的人。,柏拉图,勇敢
一个人应养成信赖自己的习惯，即使在最危急的时候，也要相信自己的勇敢与毅力。,拿破仑,勇敢
勇敢和必胜的信念常使战斗得以胜利结束。,恩格斯,勇敢
理想必须要人们去实现它。这就不但需要决心和勇敢，而且需要知识。吴玉章,。这就不但需要决心和勇敢吴玉章,勇敢
想挤狮子的奶水，就得有非凡的勇气,伊朗,勇敢
毙虎者饱餐虎肉，畏虎者葬身虎口,阿拉伯,勇敢
用巧计才能捉住狐狸，凭勇敢才能捉住狼,,勇敢
想骑骏马背跳上马背，想吃虎肉要有一颗虎胆,柯尔克孜族,勇敢
骑虎不怕虎下虎下山，撑船不怕船下滩,,勇敢
弄潮儿向涛头立，手把红旗旗不湿,潘阆,勇敢
杀人不过头点地,,勇敢
砍头不过碗大个疤,,勇敢
砍头只当风吹帽,,勇敢
视死若生者，烈士之勇也,庄子,勇敢
在我们看来，身亡并不是死，胆怯才是真正的死,西摩尼得斯,勇敢
假如我必须死，我会把黑暗当作新娘，把它拥抱在我的怀里,莎士比亚,勇敢
死亡并不是生命的毁灭，而是换个地方,西塞罗,勇敢
男儿堕地志四方，裹尸以革固其常,陆游,勇敢
丈夫溅血寻常事，留得人间姓氏书,杨仲年,勇敢
我自横天向天笑，去留肝胆两昆仓,谭嗣同,勇敢
明知山有虎，偏向虎山行,,勇敢
置之死地而后生,,勇敢
战斗到流尽最后一滴血,意大利,勇敢
如果有舍身之心，那么在世界上就没有可怕的事,通口一叶,勇敢
有牺牲精神才能有成功的希望,日本,勇敢
勇气是一切天赋中最好的天赋，它先于一切,普劳图斯,勇敢
勇气存在于自我恢复的能力之中,爱默生,勇敢
和其他美德一样，勇气也是有限的,蒙田,勇敢
十足的勇气和全然的胆怯，是两个罕见的极端,拉罗什富科,勇敢
勇气是一种内在的东西，并不是因为人多势众才有的,约·德莱顿,勇敢
勇气是在磨炼中生长的,莎士比亚,勇敢
猎家小狗不怕虎,,勇敢
敢过大江，不怕小河,,勇敢
事出之前人抱胆，事出之后胆抱人,,勇敢
初生牛犊不怕虎,,勇敢
敌人遁逃时，人人皆勇士,英国,勇敢
英勇是一种力量，但不是腿部和臂部的力量，而是心灵和灵魂的力量,蒙台涅,勇敢
勇敢对于保持美德是十分必要的一种气质,鲍斯威尔,勇敢
行为最勇敢的人心地总是最善良,英国,勇敢
勇敢和坚决是美德的灵魂,英国,勇敢
无私方敢言，有胆自能察,,勇敢
无私才能无畏,,勇敢
在个人利益上不伸手的人，在捍卫一种思想时必定是英雄,肖伯纳,勇敢
如果没有正义，勇气不是美德,希腊,勇敢
理想和勇敢是亲兄弟,英国,勇敢
勇敢是所有美德中最普遍最平庸的一种,赫·梅尔维尔,勇敢
危险面前测勇气,欧洲,勇敢
能勇士面前无险路,英国,勇敢
狂风和海水激战的时候，只有勇敢镇定的水手抵达彼岸,英国,勇敢
从未遇到过艰险的人，是不需要什么但量的,拉罗什富科,勇敢
临危不怯就等于在战场上赢得了一半胜利,普劳图斯,勇敢
坦白是诚实和勇敢的产物。,马克·吐温,勇敢
爱情确实有一种高尚的品质，因为它不只停留在性欲上，而且显出一种本身丰富的高尚优秀的心灵，要求以生动活泼，勇敢和牺牲的精神和另一个人达到统一。,黑格尔,勇敢
科学世界是无穷的领域，人们应当勇敢去探索。,童第周,勇敢
勇敢是什么勇敢是圣火，勇敢是飓风，洪秀全高举圣火杀向清妖，也因为勇敢，起义军如飓风横扫污秽腐朽。,,勇敢
勇敢是成功的儿子,德国,勇敢
勇敢的前进吧勇敢面对挫折的经典名言警句有关坚强勇敢的名言我们的勇敢应当是一种宁静有关坚强勇敢的名人名言关于理想的名言警句理想能使人勇敢青春励志名言警句使人勇敢面对未知的前途关于勇敢的名言警句遇到困难勇敢的经典名言关于勇敢的名人名言,,勇敢
人类的食粮大半是谎言，真理只有极少的一点。人的精神非常软弱，担当不起纯粹的真理；必须由他的宗教道德政治诗人艺术家，在真理之外包上一层谎言。佚名,。人的精神非常软弱佚名,艺术
没有劳动的生活是盗窃，没有艺术的生活是野蛮。,佚名,艺术
乌鸦的故事上帝要拣最美丽的鸟做禽类的王，乌鸦把孔雀的长毛披在身上，插在尾巴上，到上帝前面去应选，果然为上帝挑中；其它鸟类大怒，把它插上的羽毛都扯下来，依然现出乌鸦的本相。这就是说，披着长头发的，未必就真是艺术家；反过来说，秃顶无发的人当然未必是学者思想家。钱钟书,。这就是说钱钟书,艺术
只有竹子那样的虚心，牛皮筋那样的坚韧，烈火那样的热情，才能产生出真正不朽的艺术。,茅盾,艺术
看呀世界不是劳动的艺术品吗没有劳动就没有世界。,邓中夏,艺术
科学和艺术是一枚硬币的两面。,李政道,艺术
当你茫然不知所措时，请把舌头拴上一天吧，次日你的计划与任务将一目了然一旦外界的杂音不再入耳，你身上还有什么渣滓和垃圾不能被这些哑巴工人清除呢话语常常不像法国人所说的那样是掩盖思想的艺术，而是窒息中止思想的艺术，致使无思想可再加掩盖。话语固然重要，但并非最重要。瑞士格言说得好sprechenistsibemschweigenistgolden话语是银，沉默为金，或者不如说话语有限，沉默永恒。M·梅特林克,。话语固然重要。瑞士格言说得好M·梅特林克,艺术
学会集体工作的艺术。在今天的科学中，只有集体的努力才会有真正的成就。如果你一个人工作，即使你有非凡的能力，你也不能在科学上做出巨大的发现，而你的同事将始终是你的思想的扩音器和放大器，正如你自己集体中的一员也是别人的思想的扩音器和放大器一样。泽林斯基,。在今天的科学中。如果你一个人工作集体中的一员也是别人的思想的扩音器和放大器一样泽林斯基,艺术
再没有别的任何艺术或科学，比战争艺术或战争科学更困难的了。,劳埃德,艺术
艺术家对于自然有着双重关系，他既是自然的主宰，又是自然的奴隶，他是自然的奴隶，因为他必须用人世间的材料进行工作，才能使人理解；同时他又是自然的主宰，因为他使这种人世间的材料服从他的较高的意旨，并且为这较高的意旨服务,歌德,艺术
我的艺术应当只为贫苦的人造福。啊，多么幸福的时刻啊当我能接近这地步时，我该多么幸福啊贝多芬,。啊贝多芬,艺术
把德性教给你们的孩子使人幸福的是德性而非金钱。这是我的经验之谈。在患难中支持我的是道德，使我不曾自杀的，除了艺术以外也是道德。贝多芬,。这是我的经验之谈。在患难中支持我的是道德贝多芬,艺术
如何辨别有希望的线索，是研究艺术的精华所在。具有独立思考能力，并能按其本身的价值而不是根据主宰当时的观念去判断佐证的科学家，最有可能认识某种确属新东西的潜在意义。贝弗里奇,。具有独立思考能力贝弗里奇,艺术
艺术在于有本领在针尖上建筑一座宫殿。我思想的奥妙之处在那根能够在十秒内把沙漠变成城市的仙杖里面。巴尔扎克,。我思想的奥妙之处在那根能够在十秒内把沙漠变成城市的仙杖里面巴尔扎克,艺术
如果艺术家不是没头没脑地埋在他的作品里，像罗马传说中的哥多斯冲入火山的裂口像兵士不假思索地冲入堡垒；如果艺术家在火山口内不像地层崩陷而被埋的矿工一般工作；如果他对着困难呆着出神，而不是一个一个地去克服，像那些童话中的以理服人，为了要得到他们的公主，把层出不穷的妖法魔道如数破尽；那么，作品就无法完成，只能搁在工场里腐烂，生产不可能了，艺术家惟有眼看自己的天才夭折。,巴尔扎克,艺术
持续不断地劳动是人生的铁律，也是艺术的铁律。,巴尔扎克,艺术
近代风俗制造出来的三种阶级是劳动者，思想者；一无所为者。因而就有三种相当完整的公式，表现各色生活，从浪人的富有诗意与充满流浪生涯的小说，一直到立宪国王的单调与催眠的历史，都表现了出来忙碌生活；艺术家生活；风雅生活。巴尔扎克,。因而就有三种相当完整的公式巴尔扎克,艺术
在公务员当中和在艺术家那里一样，流产远远超过产儿。这就应了布封的警句忍耐即天才。巴尔扎克,。这就应了布封的警句巴尔扎克,艺术
感情等于才分。感受是了解的对手，正如行动是思维的抗衡。一个有天才的朋友可以通过友情领会，和他并驾齐驱。一个常人有感情作基础，就可以比倒最伟大的艺术家。这说明女人为什么爱着一些蠢才巴尔扎克,。感受是了解的对手。一个有天才的朋友可以通过友情。一个常人有感情作基础。这说明女人为什么爱着一些巴尔扎克,艺术
诗人艺术家演员音乐家等等的穷，还穷得轻松，因为艺术家天生爱寻快乐，也有得过且过，满不在乎的脾气，就是使天才们慢慢的变成孤独的那种脾气。,巴尔扎克,艺术
从不充分的前提中推断出充分的结论，这种艺术就是人生。,巴特勒,艺术
艺术的成功在于没有人工雕琢的痕迹,奥维德,艺术
照亮我的道路，并且不断地给我新的勇气去愉快地正视生活的理想，是善美和真。要是没有志同道合者之间的亲切感情，要不是全神贯注于客观世界那个在艺术和科学工作领域里永远达不到的对象，那末在我看来，生活就会是空虚的。人们所努力追求的庸俗的目标财产虚荣奢侈的生活我总觉得都是可鄙的。爱因斯坦,。要是没有志同道合者之间的亲切感情那个在艺术和科学工作领域里永远达不到的对象。人们所努力追求的庸俗的目标财产我总觉得都是可鄙的爱因斯坦,艺术
学校要求教师在他的本职工作上成为一种艺术家。,爱因斯坦,艺术
我们所能经历的最美好的事情是神秘，它是所有真正的艺术和科学的源泉。,爱因斯坦,艺术
